url,score,lcp,tti,speedIndex,minimizeMainThreadWork,eliminateRenderBlockingResources,minimizeThirdPartyResourcesMs,minimizeThirdPartyResourcesBytes,efficientlyEncodeImages,serveNextGenImages,properlySizeImages,reduceUnusedCSS,minifyCSS,reduceUnusedJS,minifyJavaScript,enormousNetworkPayloads,greenHosting,CO2WithGreenHosting,CO2WithoutGreenHosting,server,frameworks,libraries,externalServices,cachingTechnologies,securityPractices,performanceOptimizations,backendTechnology
http://www.hairdesign-meidling.at,100,1430,1430,1430,249,0,0,2260,3290,5925,0,0,0,0,0,2254768,1,774,895,Apache,-,-,-,-,-,-,-
http://www.zmd-kfz.at,100,1513,2773,988,718,0,0,36906,0,0,3520,85,0,0,150,1492605,0,592,592,-,-,-,-,-,-,-,-
http://www.lapasserella.at,100,803,803,803,286,149,-1,-1,0,4050,0,0,0,0,0,995622,1,342,395,Apache,-,-,-,-,-,-,-
http://elkedopplerwagner.at,100,1055,605,605,87,0,-1,-1,2700,3300,0,0,0,0,0,798960,0,317,317,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.mk-systems.at,100,1303,778,778,223,0,-1,-1,2700,3000,0,0,0,0,0,715976,0,284,284,"Microsoft-IIS, ASP.NET",-,-,-,-,-,-,-
https://thedetailer.at/,100,1482,1212,1196,1269,0,-1,-1,0,0,0,0,0,0,0,480170,1,164,221,Apache,WordPress,-,"XMLHttpRequest API, Generic Fetch API",,-,-,"WordPress, Joomla"
http://zahnundmedizin.at,100,1273,2376,1370,714,50,-1,-1,0,0,0,0,0,450,0,470428,1,161,222,cloudflare,Craft CMS,-,Cloudflare,,"strict-transport-security, x-content-type-options, x-frame-options, x-xss-protection",-,-
http://www.sinnspuren.com,100,1392,1109,1109,137,582,-1,-1,1050,1350,0,0,0,0,0,399521,1,137,158,Apache,-,-,-,-,-,-,-
http://www.srelectronics.at,100,1710,1079,1079,180,150,0,18042,0,0,0,0,0,0,0,362183,1,124,143,Apache,-,-,-,-,-,-,-
http://www.kj-consulting.at,100,1519,1519,1519,356,579,-1,-1,75,300,0,450,0,0,0,330669,1,113,131,Apache,Joomla!,-,-,-,"x-content-type-options, x-frame-options",-,Joomla
http://www.tebbe.de,100,1685,1253,1241,101,0,-1,-1,0,1350,0,0,0,0,0,328852,1,112,130,Apache,-,-,-,-,-,-,-
http://www.carpentum.at,100,1399,3301,1890,1148,93,8,118791,0,75,0,120,0,325,0,327530,0,130,130,Apache,-,-,-,-,strict-transport-security,-,-
http://www.it-webconsulting.com,100,1234,1234,1234,223,160,-1,-1,0,150,0,0,0,0,0,286023,1,98,113,Apache,-,"Bootstrap, jQuery",-,-,-,-,-
http://knittel.cc,100,1302,3881,1302,641,0,-1,-1,0,300,0,0,0,150,0,270815,0,107,107,AmazonS3,Gatsby,-,-,"Unknown via header configuration, Cache MISS",-,-,-
http://www.pospisilmetallbau.com,100,1644,1063,1063,330,292,-1,-1,0,0,0,0,0,0,0,238813,1,82,94,Apache,-,-,-,-,-,-,-
http://www.dr-maria-riedl.at,100,1093,1093,1093,148,0,-1,-1,610,910,0,0,0,0,0,236009,1,81,93,Apache,-,-,-,-,-,-,-
http://www.m-wollner-film.com,100,1809,754,754,117,143,-1,-1,0,1050,0,0,0,0,0,219588,1,75,87,Apache,-,-,-,-,-,-,-
http://www.relationsnet.biz,100,1828,618,618,81,0,-1,-1,0,0,0,0,0,0,0,206147,1,70,81,Apache,-,-,-,-,-,-,-
http://www.maschke-wien.at,100,1171,905,905,139,279,-1,-1,0,0,0,0,0,0,0,189920,1,65,75,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.mehrsicht.at,100,1794,674,729,76,0,-1,-1,0,450,0,0,0,0,0,174105,1,59,69,Apache,-,-,-,-,-,-,-
http://www.ubsconsulting.eu,100,1814,760,760,86,0,-1,-1,300,600,0,0,0,0,0,161510,0,64,64,nginx,-,-,-,-,-,-,-
http://www.schlosser4you.eu/,100,1526,616,616,70,0,-1,-1,450,600,0,0,0,0,0,156323,1,53,62,Apache,-,-,-,-,-,-,-
http://www.nullacht16.at,100,1503,1270,1270,333,112,-1,-1,0,0,0,0,0,0,0,153464,0,60,60,Apache,-,-,-,-,strict-transport-security,-,-
http://www.mcgroup.at,100,1363,764,764,88,0,-1,-1,0,150,0,0,0,0,0,142460,1,48,56,Apache,-,-,-,-,-,-,-
http://www.augenarzt-gruber.at/,100,1669,1144,1144,306,0,0,6572,0,210,0,0,0,0,0,138974,0,55,55,Apache,-,-,-,-,-,-,-
http://wilda.at,100,1809,1060,1060,67,0,-1,-1,0,600,0,0,0,0,0,123575,0,49,49,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.offenmueller.at,100,1515,758,758,106,140,-1,-1,150,300,0,0,0,0,0,121523,0,48,48,nginx,-,-,-,-,-,-,-
http://www.hpw.co.at,100,1511,756,756,106,136,-1,-1,150,300,0,0,0,0,0,121309,0,48,48,-,-,-,-,-,-,-,-
http://www.strebersdorferhof.at,100,1514,757,757,126,134,-1,-1,150,300,0,0,0,0,0,121002,0,48,48,nginx,-,-,-,-,-,-,-
http://www.autohauscoskuner.at,100,1513,758,758,104,139,-1,-1,150,300,0,0,0,0,0,120280,0,47,47,nginx,-,-,-,-,-,-,-
http://www.steigner.at,100,1043,766,766,155,143,-1,-1,0,150,0,0,0,0,0,117818,0,46,46,Apache,-,-,-,-,-,-,-
http://www.versicherung-vergleich.or.at,100,1659,1147,1147,201,0,-1,-1,225,375,0,0,0,0,0,117789,1,40,46,Apache,-,-,-,-,-,-,Joomla
http://www.embau.at,100,1389,630,616,83,0,-1,-1,150,300,0,0,0,0,0,111601,0,44,44,Apache,-,-,-,-,-,-,-
http://www.tiptop8.at,100,1727,1148,1148,115,0,-1,-1,0,0,0,0,0,0,0,110351,1,37,43,Apache,-,-,-,-,-,-,-
http://www.soleilfilm.at,100,1682,1088,1088,85,0,-1,-1,150,300,0,0,0,0,0,110130,1,37,43,-,-,-,-,-,-,-,-
http://www.sjteam.at,100,1337,1337,1337,191,111,-1,-1,0,0,0,0,0,0,0,108458,1,37,43,Apache,WordPress,-,-,-,-,-,WordPress
http://www.drdent.at,100,1507,1225,1225,224,96,-1,-1,0,0,0,75,0,0,0,107372,1,36,43,Apache,WordPress,-,-,-,-,-,WordPress
http://www.kaup-conciergerie.com,100,1206,754,754,66,148,-1,-1,0,300,0,0,0,0,0,105615,0,41,41,Apache,-,-,-,-,-,-,-
http://www.waltner.at,100,1612,1091,1091,125,0,-1,-1,150,150,0,0,0,0,0,104803,0,41,41,"Microsoft-IIS, ASP.NET",-,-,-,-,-,-,-
http://www.akyuerek.at,100,1200,698,603,162,0,-1,-1,0,150,150,0,0,0,0,100913,0,40,40,Apache,-,-,-,-,-,-,-
http://www.gz-metallbau.at,100,1679,761,761,125,124,-1,-1,0,150,0,0,0,0,0,100357,0,39,39,nginx,-,-,-,-,-,-,-
http://hundesport-kisser.at,100,1660,1091,1080,116,0,-1,-1,0,300,0,0,0,0,0,99169,0,39,39,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.waffenrad.at,100,1678,1080,1080,82,0,-1,-1,0,150,0,0,0,0,0,98479,1,33,39,nginx,-,-,-,-,"strict-transport-security, x-content-type-options, x-frame-options, x-xss-protection",-,-
http://www.mcwise.at,100,1627,776,776,107,146,-1,-1,150,300,0,0,0,0,0,98464,0,39,39,nginx,-,-,-,-,-,-,-
http://www.zajic.at,100,1117,1117,1117,144,0,-1,-1,0,225,0,0,0,0,0,98191,0,38,38,nginx,-,-,-,-,strict-transport-security,-,-
http://www.wa-immobilien.at,100,1209,1209,1209,191,49,-1,-1,0,150,0,0,0,0,0,98041,1,33,38,nginx,-,-,-,-,-,-,-
http://www.fuchskfz.at,100,1661,1104,1062,127,0,-1,-1,0,300,0,0,0,0,0,97899,0,38,38,nginx,-,-,-,-,-,-,-
http://www.tischlerei-wechtl.at,100,1667,983,983,167,429,-1,-1,0,0,0,0,0,0,0,96028,1,32,38,Apache,Zeta Producer,-,-,-,-,-,-
http://www.mnba-elektro.at,100,1066,1075,1066,109,0,-1,-1,0,0,0,0,0,0,0,92686,1,31,36,Apache,-,-,-,-,-,-,-
http://www.dgdev.at,100,1067,1077,1067,105,0,-1,-1,0,0,0,0,0,0,0,92672,1,31,36,Apache,-,-,-,-,-,-,-
http://www.doma-bau.at/,100,1071,1071,1071,93,0,-1,-1,0,0,0,0,0,0,0,92632,1,31,36,Apache,-,-,-,-,-,-,-
http://www.prauseIT.com,100,985,614,614,124,0,0,68245,0,0,0,0,0,0,0,84362,0,33,33,Apache,-,-,-,-,-,-,-
http://baumeister-schoeffmann.at,100,1503,1066,1066,112,0,-1,-1,150,300,0,0,0,0,0,84234,1,28,33,Apache,-,-,-,-,-,-,-
http://www.bic-real.com,100,1526,1376,1226,195,112,-1,-1,0,0,0,0,0,0,0,82246,1,28,32,Apache,-,-,-,-,-,-,-
http://www.7arts.at,100,1058,833,833,245,237,-1,-1,5,5,0,0,0,0,0,77542,0,30,30,Apache,-,-,-,-,-,-,-
http://www.mlejnek.com,100,1575,917,917,102,311,-1,-1,150,150,0,0,0,0,0,75223,0,29,29,Apache,-,-,-,-,-,-,-
http://schibl.at,100,750,750,750,113,122,-1,-1,150,150,0,0,0,0,0,72219,0,28,28,Apache,-,-,-,-,-,-,-
http://architektin.at,100,1069,628,628,99,0,-1,-1,0,150,0,0,0,0,0,71232,0,28,28,nginx,-,-,-,-,-,-,-
http://www.pro-aqua-austria.at,100,1381,1381,1381,328,761,0,68703,0,0,0,0,0,0,0,69961,0,27,27,Apache,-,-,-,-,-,-,WordPress
http://www.kolbenheyer.at,100,1383,1383,1383,147,751,0,68701,0,0,0,0,0,0,0,69959,0,27,27,Apache,-,-,-,-,-,-,WordPress
http://www.mb-stil.at,100,1053,604,604,76,0,-1,-1,0,150,0,0,0,0,0,68339,0,27,27,Apache,-,-,-,-,-,-,-
http://www.felis.at,100,1223,1151,1151,176,74,-1,-1,0,0,0,0,0,0,0,66729,0,26,26,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.galp.at,100,1392,1094,1094,200,0,-1,-1,0,150,0,0,0,0,0,64765,0,25,25,Apache,-,-,-,-,strict-transport-security,-,-
http://www.hm-consulting.at,100,1050,629,618,99,0,-1,-1,0,150,0,0,0,0,0,64546,0,25,25,Apache,-,-,-,-,-,-,-
http://pirich.eu,100,1220,616,616,80,0,-1,-1,0,150,0,0,0,0,0,62140,0,24,24,nginx,Web2Date,-,-,-,-,-,-
http://www.atlas-helpinghands.at,100,1480,757,757,105,137,-1,-1,150,150,0,0,0,0,0,61093,1,20,24,Apache,-,-,-,-,-,-,-
http://www.lifestyle-properties.at,100,823,823,823,147,164,-1,-1,0,300,0,0,0,0,0,60680,1,20,24,Apache,-,-,-,-,-,-,-
http://www.p-reinbacher.at,100,1715,915,915,113,217,-1,-1,150,150,0,0,0,0,0,60339,0,23,23,"cloudflare, PleskLin",-,-,Cloudflare,,-,-,-
http://medek.org,100,1237,628,628,94,0,-1,-1,0,150,300,0,0,0,0,60333,0,23,23,Apache,-,-,-,-,-,-,-
http://www.mk-itservice.at,100,1528,1253,1242,103,0,-1,-1,0,260,0,0,0,0,0,60182,0,23,23,nginx,-,-,-,-,-,-,-
http://www.pricomm.at,100,1673,909,909,128,279,-1,-1,150,150,0,0,0,0,0,59635,0,23,23,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.vet17.at,100,1096,776,776,161,143,-1,-1,0,150,0,0,0,0,0,56664,1,19,22,nginx,-,-,-,-,strict-transport-security,-,-
http://www.exlex.at,100,1051,608,608,84,0,-1,-1,0,0,0,0,0,0,0,53965,1,18,21,LiteSpeed,-,-,-,-,-,-,-
http://www.lotusakupunktur.at,100,1037,933,933,156,155,-1,-1,150,150,0,0,0,0,0,52858,1,18,20,Apache,-,-,-,-,-,-,-
http://www.rsb-vm.com,100,1351,1067,1055,83,0,-1,-1,0,195,0,0,0,0,0,51883,1,17,20,Apache,LibreOffice,-,-,-,-,-,-
http://www.smile-factory.at,100,1377,1096,1084,101,0,-1,-1,0,150,0,0,0,0,0,49269,0,19,19,nginx,-,-,-,-,-,-,-
http://www.kcimmo.at/,100,1062,632,632,104,0,-1,-1,150,150,150,0,0,0,0,49105,1,16,19,Apache,-,-,-,-,-,-,-
http://www.lungenpraxis.at,100,1353,1079,1079,112,0,-1,-1,0,0,0,0,0,0,0,48382,0,19,19,nginx,-,-,-,-,-,-,-
http://www.bartak-consultants.com,100,1056,608,608,65,0,-1,-1,0,150,0,0,0,0,0,47722,0,18,18,Apache,-,-,-,-,-,-,-
http://www.pflege-gidea.at,100,1218,1218,1218,136,138,-1,-1,0,0,0,0,0,0,0,47077,1,16,18,Apache,-,-,-,-,-,-,-
http://www.ra-lachmann.at,100,1055,612,612,90,0,-1,-1,0,0,0,0,0,0,0,46692,1,16,18,Apache,-,-,-,-,-,-,-
http://www.aktivesleben.at,100,1364,1214,1221,131,131,-1,-1,0,0,0,0,0,0,0,45363,1,15,18,Apache,SilverStripe,-,-,-,-,-,-
http://www.frauengesundheit-scharrer.at,100,1353,1131,1131,115,74,-1,-1,0,0,0,0,0,0,0,41916,1,14,16,Apache,-,-,-,-,-,-,-
http://adim.at,100,1291,881,926,297,0,-1,-1,0,0,0,0,0,0,0,38462,0,15,15,"Microsoft-IIS, ASP.NET",-,-,-,-,-,-,-
http://www.inneres-wissen.at/,100,908,622,614,89,0,-1,-1,0,0,0,0,0,0,0,37789,0,15,15,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.lunzer.net,100,1431,752,752,122,125,-1,-1,0,0,0,0,0,0,0,37091,0,14,14,Apache,-,-,-,-,-,-,WordPress
http://www.architekt-schmid.at,100,1369,1091,1080,102,0,-1,-1,0,260,0,0,0,0,0,36972,1,12,14,"nginx, PleskLin",Adobe GoLive,-,-,-,strict-transport-security,-,-
http://www.lechicwien.at,100,1129,612,612,95,0,-1,-1,0,150,0,0,0,0,0,36464,0,14,14,Apache,-,-,-,-,strict-transport-security,-,-
http://www.brady.co.at,100,1056,619,619,78,0,-1,-1,0,0,0,0,0,0,0,35824,0,14,14,Apache,-,-,-,-,-,-,-
http://www.hr-matchmaker.at,100,1227,802,802,115,157,0,32142,75,75,0,0,0,0,0,34809,0,13,15,Apache,-,-,-,-,strict-transport-security,-,-
http://www.bizarch.at,100,909,607,607,67,0,-1,-1,0,0,0,0,0,0,0,34729,0,13,13,nginx,-,-,-,-,-,-,-
http://www.kinderarztordination.at,100,1138,758,758,121,122,-1,-1,0,150,0,0,0,0,0,34439,0,13,13,nginx,-,-,-,-,-,-,-
http://www.his-jeans.de,100,1208,773,773,118,0,-1,-1,150,150,0,0,0,0,0,33849,1,11,13,Apache,-,-,-,-,x-frame-options,-,-
http://www.arya.at,100,1204,903,903,120,151,-1,-1,150,150,0,0,0,0,0,30042,0,11,11,Apache,-,-,-,-,-,-,-
http://www.tb-huebner.com,100,1288,757,757,97,140,-1,-1,150,150,0,0,0,0,0,29788,0,11,11,"Microsoft-IIS, ASP.NET",-,-,-,-,-,-,-
http://www.goldynia.at,100,1544,1544,1544,315,136,-1,-1,0,0,0,0,0,0,0,29780,0,11,11,nginx,WordPress,-,-,-,"strict-transport-security, x-content-type-options, x-frame-options, x-xss-protection, content-security-policy",-,WordPress
http://zumtobelconsens.at,100,1377,1365,1365,150,0,0,20836,0,0,0,0,0,0,0,29626,0,11,11,Apache,-,jQuery,-,-,-,-,-
http://www.ettl.biz,100,1667,629,617,128,0,-1,-1,0,0,0,0,0,0,0,28582,0,11,11,Apache,-,-,-,-,-,-,-
http://www.pgit.at,100,1505,1505,1505,146,123,-1,-1,0,0,0,0,0,0,0,27875,1,9,11,nginx,-,Bootstrap,-,-,strict-transport-security,-,-
http://www.raso-auto.at.tt,100,1166,773,773,139,146,-1,-1,0,0,0,0,0,0,0,27218,0,10,10,Apache,-,-,-,-,-,-,-
http://mtt-antal.at,100,1051,609,609,82,0,-1,-1,150,150,0,0,0,0,0,26742,1,9,10,Apache,-,-,-,-,-,-,-
http://www.obst-gemuese.at,100,1205,1205,1205,138,130,-1,-1,0,0,0,0,0,0,0,26362,0,10,10,Apache,-,-,-,-,strict-transport-security,-,-
http://www.vasektomie-wien.com,100,1227,804,804,128,154,0,22956,0,0,0,0,0,0,0,25556,0,9,9,Apache,-,-,-,-,strict-transport-security,-,-
http://www.schaffgotsch.at,100,755,755,755,88,0,-1,-1,0,0,0,0,0,0,0,25393,1,8,10,Apache,-,-,-,-,-,-,-
http://www.bruckbaeck.at,100,1212,1175,1175,181,0,-1,-1,0,0,0,0,0,0,0,25317,0,10,10,Apache,web to date,-,-,-,strict-transport-security,-,-
http://www.ritterritter.com,100,909,623,623,91,0,-1,-1,0,150,0,0,0,0,0,24480,0,9,9,Apache,-,-,-,-,-,-,-
http://esalogistic.at,100,981,753,753,81,139,-1,-1,0,0,0,0,0,0,0,23803,0,9,9,nginx,-,-,-,-,-,-,-
http://praxis07.at,100,900,614,614,83,0,-1,-1,0,150,0,0,0,0,0,22895,0,9,9,Apache,LibreOffice,-,-,-,-,-,-
http://www.bb.co.at,100,980,605,605,69,0,-1,-1,0,0,0,0,0,0,0,22665,1,7,8,Apache,-,-,-,-,-,-,-
http://triiaqua.at,100,928,628,628,79,0,-1,-1,0,0,0,0,0,0,0,19243,0,7,7,Apache,-,-,-,-,-,-,-
http://haupt-foto-hof.at,100,651,651,651,102,0,-1,-1,0,0,0,0,0,0,0,18223,0,7,7,"Microsoft-IIS, ASP.NET",-,-,-,-,-,-,-
http://www.pompe.at,100,1520,1228,1214,71,0,-1,-1,0,150,0,0,0,0,0,17854,0,7,7,Apache,-,-,-,-,-,-,-
http://www.bca.co.at,100,909,909,909,90,274,-1,-1,0,0,0,0,0,0,0,17316,0,6,6,Apache,-,-,-,-,-,-,-
http://www.wien-hautarzt.at,100,1226,1089,1089,111,0,-1,-1,0,0,0,0,0,0,0,16812,1,5,6,Apache,-,-,-,-,-,-,-
http://www.trendhaus.at,100,1517,1226,1212,85,0,0,209,0,150,0,0,0,0,0,15822,1,5,6,Apache,-,-,-,-,-,-,-
http://www.zawodsky.com,100,1242,1123,1123,151,0,-1,-1,0,0,0,0,0,0,0,15421,0,6,6,nginx,-,-,-,-,content-security-policy,-,-
http://www.mahlmeister.at,100,760,607,607,50,0,-1,-1,0,0,0,0,0,0,0,14973,0,5,5,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.mayr-fessler.at,100,902,605,605,82,0,-1,-1,0,0,0,0,0,0,0,13781,0,5,5,"Microsoft-IIS, ASP.NET",-,-,-,-,-,-,-
http://www.riedl-partner.at,100,1191,1191,1191,85,74,-1,-1,0,0,0,0,0,0,0,13455,0,5,5,"nginx, PleskLin",cms42,-,-,-,-,-,-
http://www.schmolik.at,100,989,760,760,106,137,-1,-1,0,0,0,0,0,0,0,12810,0,5,5,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.haas-consult.at,100,1581,1217,1217,127,0,-1,-1,0,0,0,0,0,0,0,12166,0,4,4,Apache,-,-,-,-,-,-,-
http://www.ss-plus.at,100,1232,1081,1081,67,0,-1,-1,0,0,0,0,0,0,0,11506,1,3,4,Apache,-,-,-,-,-,-,-
http://www.mc-reinigung.at,100,753,611,611,87,0,-1,-1,0,0,0,0,0,0,0,11283,1,3,4,Apache,-,-,-,-,-,-,-
http://www.ch-bau.at,100,750,617,605,86,0,-1,-1,0,0,0,0,0,0,0,10848,1,3,4,Apache,-,-,-,-,-,-,-
http://www.creativeeyes.at,100,1075,1106,1075,112,0,-1,-1,0,0,0,0,0,0,0,10592,1,3,4,Apache,-,-,-,"Unknown via header configuration, Cache MISS","strict-transport-security, x-content-type-options, x-xss-protection",-,-
http://www.coufal.biz,100,1063,1063,1063,90,0,-1,-1,0,0,0,0,0,0,0,10375,0,4,4,Apache,HTML-File Creator,-,-,-,-,-,-
http://www.bergercom.at,100,1201,1201,1201,114,134,-1,-1,0,0,0,0,0,0,0,10205,0,4,4,nginx,-,-,-,-,-,-,-
http://www.k-k.co.at,100,751,623,623,85,0,-1,-1,0,0,0,0,0,0,0,9745,0,3,3,"Microsoft-IIS, ASP.NET",-,-,XMLHttpRequest API,,-,-,-
http://www.jicha-telematics.com,100,751,641,641,144,0,-1,-1,0,0,0,0,0,0,0,9420,0,3,3,Apache,-,-,-,-,-,-,-
http://www.koller-versicherungen.at,100,810,662,662,137,0,-1,-1,0,0,0,0,0,0,0,9414,0,3,3,Apache,-,-,-,-,-,-,-
http://gatsch.org,100,1226,1226,1226,76,608,-1,-1,0,0,0,0,0,0,0,9362,1,3,3,Apache,-,-,-,-,-,-,-
http://fallbacher.at,100,1005,770,770,94,147,-1,-1,0,0,0,0,0,0,0,8887,1,3,3,Apache,-,-,-,-,-,-,-
http://www.satler.com/,100,1150,1074,1069,91,0,-1,-1,0,0,0,0,0,0,0,7781,1,2,3,Apache,-,-,-,-,-,-,-
http://www.wginvestment.at,100,648,654,648,170,0,-1,-1,0,0,0,0,0,0,0,7100,0,2,2,Apache,-,-,-,-,-,-,-
http://www.motz-stb.at,100,617,617,617,81,0,-1,-1,0,0,0,0,0,0,0,6317,1,2,2,Apache,-,-,-,-,-,-,-
http://www.storch-walch.com,100,919,765,765,73,147,-1,-1,0,0,0,0,0,0,0,6085,0,2,2,nginx,-,-,-,-,-,-,-
http://lindner-tac.at,100,1357,1210,1210,73,0,-1,-1,0,0,0,0,0,0,0,5345,1,1,2,Apache,-,-,-,-,-,-,-
http://www.agneter.at,100,754,623,610,82,0,-1,-1,0,0,0,0,0,0,0,5254,0,2,2,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.videkanjic.at,100,1444,1444,1444,72,768,0,784,0,0,0,0,0,0,0,5146,1,1,2,Apache,-,-,-,-,-,-,-
http://www.inthenet.co.at,100,838,762,762,100,134,-1,-1,0,0,0,0,0,0,0,3825,0,1,1,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.isit.at,100,623,623,623,107,0,0,1775,0,0,0,0,0,0,0,3485,0,1,1,Apache,domainparking,-,-,-,-,-,-
http://www.visum-support.at,100,623,623,623,88,0,0,1775,0,0,0,0,0,0,0,3485,0,1,1,Apache,domainparking,-,-,-,-,-,-
http://www.bp-installationen.at,100,989,625,625,105,0,0,1775,0,0,0,0,0,0,0,3484,0,1,1,Apache,domainparking,-,-,-,-,-,-
http://www.sauber-wien.at,100,1000,637,637,110,0,0,1775,0,0,0,0,0,0,0,3484,0,1,1,Apache,domainparking,-,-,-,-,-,-
http://www.kfz-messer.at,100,629,629,629,94,0,0,1775,0,0,0,0,0,0,0,3483,0,1,1,Apache,domainparking,-,-,-,-,-,-
http://www.meindaheim.wien,100,1363,634,634,99,0,0,1775,0,0,0,0,0,0,0,3483,0,1,1,Apache,domainparking,-,-,-,-,-,-
http://www.vaheck.at,100,613,613,613,62,0,-1,-1,0,0,0,0,0,0,0,3225,0,1,1,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.babinsky.info,100,611,611,611,59,0,-1,-1,0,0,0,0,0,0,0,3209,0,1,1,nginx,-,-,-,-,-,-,-
http://www.ac-f.at,100,607,619,607,70,0,-1,-1,0,0,0,0,0,0,0,3209,0,1,1,nginx,-,-,-,-,-,-,-
http://davidlipp.com,100,756,756,756,65,140,-1,-1,0,0,0,0,0,0,0,2485,1,0,0,Apache,-,-,-,-,-,-,-
http://www.hvmarterbauer.at,100,618,618,618,68,0,-1,-1,0,0,0,0,0,0,0,2475,0,0,0,Apache,-,-,-,-,-,-,-
http://www.rayno.at/,100,754,754,754,96,132,-1,-1,0,0,0,0,0,0,0,1947,0,0,0,nginx,-,-,-,-,-,-,-
http://www.drlindner.at,100,1219,1219,1219,81,144,-1,-1,0,0,0,0,0,0,0,1880,1,0,0,Apache,-,-,-,-,strict-transport-security,-,-
http://krampf.at,100,611,622,611,71,0,-1,-1,0,0,0,0,0,0,0,1642,0,0,0,Apache,-,-,-,-,-,-,-
http://www.nathaniel.at,100,682,620,610,98,0,-1,-1,0,0,0,0,0,0,0,1493,1,0,0,Apache,-,-,-,-,-,-,-
http://www.coolingsolution.at,100,1061,1061,1061,62,0,-1,-1,0,0,0,0,0,0,0,1419,1,0,0,Apache,-,-,-,-,-,-,-
http://www.posamentir.at,100,614,614,614,74,0,-1,-1,0,0,0,0,0,0,0,1246,0,0,0,nginx,-,-,-,-,-,-,-
http://www.zahnundpraxis.at,100,761,761,761,117,119,-1,-1,0,0,0,0,0,0,0,1110,0,0,0,"nginx, PleskLin",-,-,-,-,-,-,-
http://www.wien-ferienwohnung.at,100,616,628,616,87,0,-1,-1,0,0,0,0,0,0,0,969,0,0,0,Apache,-,-,-,-,-,-,-
http://www.hairupdate.at/,100,606,606,606,63,0,-1,-1,0,0,0,0,0,0,0,961,1,0,0,Apache,-,-,-,-,-,-,-
http://www.rses.at,100,724,724,2059,120,0,-1,-1,0,0,0,0,0,0,0,846,1,0,0,nginx,-,-,-,-,-,-,-
https://holopatie-imhotep.at/,100,838,838,838,78,0,-1,-1,0,0,0,0,0,0,0,800,1,0,0,nginx,-,-,-,-,strict-transport-security,-,-
http://www.rh-installationen.at,100,1060,1060,1060,57,0,-1,-1,0,0,0,0,0,0,0,636,0,0,0,"nginx, PleskLin",-,-,-,-,-,-,-
http://atelier-marie.at,100,1229,1244,1229,74,0,0,247,0,0,0,0,0,0,0,592,0,0,0,nginx,-,-,-,-,-,-,-
http://www.riegerimmo.at,100,609,609,609,59,0,-1,-1,0,0,0,0,0,0,0,578,0,0,0,"Microsoft-IIS, ASP.NET",-,-,-,-,-,-,-
http://www.passt.biz,100,604,604,604,57,0,-1,-1,0,0,0,0,0,0,0,431,1,0,0,Apache,-,-,-,-,-,-,-
http://www.zahn-med.at,100,606,622,606,83,0,-1,-1,0,0,0,0,0,0,0,385,0,0,0,nginx,-,-,-,-,-,-,-
http://www.goesserhalle.at,100,609,609,609,67,0,-1,-1,0,0,0,0,0,0,0,342,0,0,0,Apache,-,-,-,-,-,-,-
http://daamigos.at,100,605,617,605,62,0,-1,-1,0,0,0,0,0,0,0,139,1,0,0,nginx,-,-,-,-,-,-,-
http://www.fn-kfz-technik.at,99,1582,4450,1770,1821,52,0,116646,0,600,0,300,0,1100,0,20783975,0,8251,8251,Apache,-,-,-,-,strict-transport-security,-,-
http://www.comb-sol.com,99,1834,5230,2408,602,115,0,321,3525,4125,0,75,0,300,0,19150894,0,7602,7602,nginx,TYPO3 CMS,-,-,-,x-content-type-options,-,-
https://www.finanz.at/,99,1806,6211,2421,1157,0,53,291243,9900,12450,12000,0,0,755,0,3428794,1,1177,1359,cloudflare,-,-,Cloudflare,,strict-transport-security,-,Express
http://www.jjdesign.at,99,1566,1566,1566,243,924,0,129394,5800,7410,0,0,0,0,0,2001617,1,687,794,Apache,-,-,-,-,-,-,-
http://www.rentinvest.at,99,1991,3404,1942,974,395,28,183363,75,2625,675,0,0,930,0,1566407,0,621,608,"nginx, PleskLin",TYPO3 CMS,jQuery,-,-,x-content-type-options,-,-
http://www.schuhmachermeister.at,99,1579,752,752,224,135,-1,-1,1200,3900,0,0,0,0,0,1332931,1,457,529,Apache,-,-,-,-,-,-,-
http://www.fally.co.at,99,693,704,754,189,71,0,4756,300,2700,5325,0,0,0,0,1249572,0,495,987,"Microsoft-IIS, ASP.NET",-,-,-,-,-,-,-
http://www.pavelka-denk.at,99,1625,1550,2114,2694,0,-1,-1,75,1050,0,150,0,0,0,908279,1,312,360,Apache,WPML,-,Generic Fetch API,,-,-,"WordPress, Joomla"
http://www.mein-kardiologe.at,99,1817,1098,1098,184,0,-1,-1,1650,2850,0,0,0,0,0,824312,0,327,327,"nginx, PleskLin",-,-,-,-,-,-,-
